main profile,friend profile_,fbfm.stats.properties.PropertyUserLikesFriendPosts,fbfm.stats.properties.PropertyUserTaggedFriendInPost,fbfm.stats.properties.PropertyFriendLikedMyPosts,fbfm.stats.properties.PropertyPrivateMessages,fbfm.stats.properties.PropertyUserCommentedFriendPosts,fbfm.stats.properties.PropertyUserSharedFriendPost,fbfm.stats.properties.PropertyFriendTaggedMePhoto,fbfm.stats.properties.PropertyMeTaggedFriendPhoto,fbfm.stats.properties.PropertyFriendCommentedMyPosts,fbfm.stats.properties.PropertyFriendTaggedUserInPost
100001531730648,100000393513722_,0,0,0,0,0,0,0,0,0,0
100001531730648,100000412330487_,0,0,2,0,0,0,0,0,0,0
100001531730648,100000453745199_,0,0,0,0,0,0,0,0,0,0
100001531730648,100000494672500_,1,0,0,0,0,0,0,0,0,0
100001531730648,100000625521912_,0,0,0,0,0,0,0,0,0,0
100001531730648,100000651133738_,1,0,0,0,0,0,0,0,0,0
100001531730648,100000708111490_,0,0,0,0,0,0,0,0,0,0
100001531730648,100000722180356_,0,0,0,0,0,0,0,0,0,0
100001531730648,100000726417116_,0,0,0,0,0,0,0,0,0,0
100001531730648,100000730104528_,0,0,0,0,0,0,0,0,0,0
100001531730648,100000793245352_,0,0,0,0,0,0,0,0,0,0
100001531730648,100000835524911_,0,0,0,0,0,0,0,0,0,0
100001531730648,100000856255302_,0,0,0,0,0,0,0,0,0,0
100001531730648,100000865549295_,0,0,0,0,0,0,0,0,0,0
100001531730648,100000973282893_,0,0,0,0,0,0,0,0,0,0
100001531730648,100001007917175_,0,0,0,0,0,0,0,0,0,0
100001531730648,100001074265849_,1,0,0,0,0,0,0,0,0,0
100001531730648,100001099996431_,0,0,0,0,0,0,0,0,0,0
100001531730648,100001132448649_,0,0,0,0,0,0,0,0,0,0
100001531730648,100001138030999_,0,0,0,38,0,0,0,0,0,0
100001531730648,100001196080118_,0,0,0,0,0,0,0,0,0,0
100001531730648,100001210789888_,0,0,0,0,0,0,0,0,0,0
100001531730648,100001323388248_,0,0,0,0,0,0,0,0,0,0
100001531730648,100001363532860_,0,0,0,0,0,0,0,0,0,0
100001531730648,100001585998002_,1,0,1,0,0,0,0,0,0,0
100001531730648,100001653840326_,0,0,0,0,0,0,0,0,0,0
100001531730648,100001660692768_,0,0,0,0,0,0,0,0,0,0
100001531730648,100001769181440_,0,0,1,0,0,0,0,0,0,0
100001531730648,100001884077213_,0,0,0,0,0,0,0,0,0,0
100001531730648,100002043837483_,6,0,1,2809,0,0,0,0,0,0
100001531730648,100002455212507_,1,0,0,0,0,0,0,0,0,0
100001531730648,100002558178419_,2,0,0,0,0,0,0,1,1,0
100001531730648,100002635002895_,1,0,0,0,0,0,0,0,0,0
100001531730648,100002690496925_,0,0,0,0,0,0,0,0,0,0
100001531730648,100002693771684_,0,0,0,0,0,0,0,0,0,0
100001531730648,100002713511673_,0,0,0,1,0,0,0,0,0,0
100001531730648,100002773517497_,1,0,0,17,0,0,1,0,0,0
100001531730648,100002776928428_,0,0,0,0,0,0,0,0,0,0
100001531730648,100002916721819_,0,0,0,0,0,0,0,0,0,0
100001531730648,100002922995591_,0,0,0,0,0,0,0,0,0,0
100001531730648,100002926173594_,0,0,0,2181,0,0,0,0,0,0
100001531730648,100003212543662_,0,0,1,0,0,0,0,0,1,0
100001531730648,100003767815015_,0,0,0,0,0,0,0,0,0,0
100001531730648,100004894274012_,0,0,0,0,0,0,0,0,0,0
100001531730648,100005752055875_,0,0,0,0,0,0,0,0,0,0
100001531730648,100005758594826_,0,0,0,586,0,0,0,0,0,0
100001531730648,100006731942062_,0,0,0,23,0,0,0,0,0,0
