main profile,friend profile,fbfm.stats.features.FeatureMutualFriends,fbfm.stats.features.FeaturePhotoTags,fbfm.stats.features.FeatureCommonLikeRatio,fbfm.stats.features.FeatureCommonPlaces,fbfm.stats.features.FeatureCommonEducationWork,fbfm.stats.features.FeatureCommonGroups,class
786753874.0,_815617409,64.0,0.0,0.012820513,0.0,0.0,6.0,0.354509359047
786753874.0,_815843047,33.0,0.0,0.0,0.0,0.0,0.0,0.0
786753874.0,_815877346,188.0,1.0,0.0,0.0,0.0,16.0,0.0
786753874.0,_817088430,93.0,0.0,0.03305785,0.0,0.0,15.0,0.0
786753874.0,_817302975,188.0,0.0,0.057017542,0.0,0.0,45.0,0.00877192982456
786753874.0,_817364113,6.0,0.0,0.010204081,0.0,0.0,2.0,0.933836529308
786753874.0,_817702732,7.0,0.0,0.0,0.0,0.0,1.0,0.00877192982456
786753874.0,_817724180,2.0,0.0,0.0,0.0,0.0,0.0,0.0
786753874.0,_818017467,177.0,0.0,0.021077283,0.0,0.0,18.0,0.0
786753874.0,_820019077,46.0,2.0,0.008888889,0.0,1.0,1.0,1.35760913913
786753874.0,_820625857,202.0,0.0,0.0,0.0,0.0,19.0,0.0
786753874.0,_821884872,154.0,0.0,0.035714287,0.0,0.0,16.0,1.68482252142
786753874.0,_822748598,44.0,0.0,0.0,0.0,0.0,1.0,0.222222222222
786753874.0,_824138839,41.0,1.0,0.010714286,0.0,0.0,0.0,0.0243902439024
786753874.0,_825192009,180.0,0.0,0.044585988,0.0,0.0,0.0,0.0
786753874.0,_825432795,51.0,0.0,0.0,0.0,1.0,2.0,0.0
786753874.0,_825964297,11.0,1.0,0.002793296,0.0,1.0,5.0,0.0731707317073
786753874.0,_826803356,6.0,0.0,0.006666667,0.0,0.0,2.0,0.0838682071031
786753874.0,_828643655,52.0,0.0,0.041322313,0.0,0.0,6.0,0.232558139535
786753874.0,_828699030,42.0,0.0,0.030303031,0.0,0.0,8.0,0.116279069767
786753874.0,_837717953,0.0,0.0,0.003960396,0.0,0.0,1.0,0.0770218228498
786753874.0,_845055183,213.0,0.0,0.05691057,0.0,0.0,31.0,0.0
786753874.0,_851729431,20.0,0.0,0.01635514,0.0,0.0,0.0,0.0263157894737
786753874.0,_872115443,58.0,0.0,0.0,0.0,0.0,0.0,0.0
786753874.0,_879800164,74.0,0.0,0.010928961,0.0,0.0,4.0,0.133822929417
786753874.0,_889410092,13.0,0.0,0.005882353,0.0,0.0,3.0,0.00877192982456
786753874.0,_1002580454,10.0,1.0,0.0,0.0,0.0,0.0,0.0243902439024
786753874.0,_1003936860,67.0,2.0,0.013574661,0.0,1.0,6.0,1.08229948378
786753874.0,_1007975210,19.0,0.0,0.0,0.0,0.0,0.0,0.166985103144
786753874.0,_1010672309,132.0,0.0,0.03125,0.0,0.0,8.0,0.942608459132
786753874.0,_1011161277,30.0,0.0,0.01986755,0.0,0.0,0.0,0.110183996577
786753874.0,_1013561687,52.0,3.0,0.016,0.0,1.0,7.0,0.0
786753874.0,_1013652369,0.0,0.0,0.010914052,0.0,0.0,0.0,0.956177271677
786753874.0,_1013818146,229.0,1.0,0.0,0.0,0.0,13.0,0.176508344031
786753874.0,_1013920763,129.0,0.0,0.056410257,0.0,0.0,50.0,0.151366789066
786753874.0,_1014516354,199.0,0.0,0.02586207,0.0,0.0,22.0,0.232558139535
786753874.0,_1014737648,1.0,0.0,0.0,0.0,1.0,7.0,0.0
786753874.0,_1016706400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786753874.0,_1017518588,1.0,0.0,0.0,0.0,0.0,5.0,0.116279069767
786753874.0,_1017708203,73.0,3.0,0.0,0.0,0.0,0.0,0.679287199849
786753874.0,_1018248894,40.0,0.0,0.0,0.0,0.0,7.0,0.0
786753874.0,_1018851731,2.0,0.0,0.015267176,0.0,0.0,0.0,0.0
786753874.0,_1019443507,195.0,0.0,0.0,0.0,0.0,22.0,1.73652698583
786753874.0,_1020969040,209.0,0.0,0.010569106,0.0,0.0,43.0,0.101412066752
786753874.0,_1021099085,107.0,0.0,0.036199097,0.0,0.0,15.0,0.133822929417
786753874.0,_1027954151,52.0,1.0,0.04,0.0,0.0,2.0,0.00877192982456
786753874.0,_1029908662,12.0,0.0,0.008064516,0.0,1.0,0.0,0.250853310247
786753874.0,_1032281707,3.0,0.0,0.0,0.0,0.0,8.0,0.0
786753874.0,_1036165703,156.0,0.0,0.013368984,0.0,0.0,9.0,0.0
786753874.0,_1039832843,27.0,0.0,0.0,0.0,0.0,0.0,0.0
786753874.0,_1040109633,47.0,4.0,0.00304878,0.0,0.0,3.0,0.150192554557
786753874.0,_1040455511,183.0,0.0,0.03521127,0.0,0.0,35.0,0.125050999592
786753874.0,_1040782519,3.0,0.0,0.0,0.0,0.0,0.0,0.0
786753874.0,_1041028177,30.0,0.0,0.0,0.0,0.0,1.0,0.0175438596491
786753874.0,_1041351558,37.0,1.0,0.030303031,0.0,0.0,16.0,0.0
786753874.0,_1045460059,45.0,4.0,0.006155951,0.0,0.0,2.0,1.51540436457
786753874.0,_1047150945,19.0,0.0,0.018691588,0.0,0.0,2.0,0.116279069767
786753874.0,_1047929760,81.0,0.0,0.062992126,0.0,0.0,16.0,0.0
786753874.0,_1049235634,38.0,1.0,0.0,0.0,0.0,0.0,0.853016688062
786753874.0,_1049867539,0.0,0.0,0.0,0.0,1.0,6.0,0.116279069767
786753874.0,_1052433254,46.0,3.0,0.005555556,0.0,0.0,2.0,0.0
786753874.0,_1052618348,57.0,0.0,0.011976048,0.0,0.0,4.0,0.0438596491228
786753874.0,_1054714315,43.0,3.0,0.011204482,0.0,0.0,0.0,0.0
786753874.0,_1055024185,58.0,0.0,0.012170386,0.0,0.0,3.0,0.0945656824989
786753874.0,_1055459885,23.0,0.0,0.018292682,0.0,0.0,0.0,0.0
786753874.0,_1055630259,89.0,0.0,0.034782607,0.0,0.0,5.0,0.0
786753874.0,_1057818999,203.0,0.0,0.026737968,0.0,0.0,16.0,0.0
786753874.0,_1058842289,8.0,0.0,0.027459955,0.0,0.0,4.0,0.0
786753874.0,_1059689768,20.0,0.0,0.006756757,0.0,0.0,0.0,0.0243902439024
786753874.0,_1060875024,5.0,0.0,0.005586592,0.0,0.0,0.0,0.0
786753874.0,_1061595217,25.0,0.0,0.0,0.0,0.0,0.0,0.0
786753874.0,_1062124655,6.0,0.0,0.0,0.0,0.0,0.0,0.116279069767
786753874.0,_1062211624,29.0,0.0,0.033613447,0.0,0.0,3.0,0.116279069767
786753874.0,_1062309461,167.0,0.0,0.057017542,1.0,0.0,16.0,0.274492243086
786753874.0,_1062735642,18.0,0.0,0.0,0.0,1.0,0.0,0.033162173727
786753874.0,_1064957549,51.0,0.0,0.042168673,0.0,0.0,2.0,0.0
786753874.0,_1065240720,29.0,0.0,0.0,0.0,0.0,1.0,0.0
786753874.0,_1067379514,191.0,0.0,0.042735044,0.0,0.0,20.0,0.0964912280702
786753874.0,_1067635064,20.0,0.0,0.0,0.0,0.0,0.0,0.0
786753874.0,_1069036242,18.0,0.0,0.03089431,0.0,0.0,5.0,3.17024941004
786753874.0,_1070406518,95.0,0.0,0.003918687,0.0,0.0,19.0,0.0175438596491
786753874.0,_1070867371,2.0,0.0,0.0,0.0,0.0,0.0,0.375904309839
786753874.0,_1071823405,52.0,1.0,0.006896552,0.0,0.0,3.0,0.0175438596491
786753874.0,_1072145141,26.0,0.0,0.018018018,0.0,0.0,3.0,0.0
786753874.0,_1072290881,39.0,2.0,0.015306123,0.0,0.0,0.0,0.187205819427
786753874.0,_1072571208,67.0,0.0,0.027322404,0.0,0.0,6.0,0.0
786753874.0,_1073528633,58.0,1.0,0.024691358,0.0,1.0,5.0,0.0975609756098
786753874.0,_1073802457,7.0,0.0,0.013986014,0.0,0.0,0.0,0.0
786753874.0,_1080436633,44.0,0.0,0.020689655,2.0,1.0,3.0,0.251780424781
786753874.0,_1081664781,180.0,0.0,0.042944785,1.0,0.0,19.0,0.116279069767
786753874.0,_1083554242,3.0,0.0,0.018518519,0.0,1.0,6.0,0.0
786753874.0,_1094254339,15.0,0.0,0.002114165,0.0,0.0,0.0,0.0
786753874.0,_1099088175,26.0,0.0,0.006369427,0.0,0.0,1.0,0.0
786753874.0,_1100412350,3.0,0.0,0.0,0.0,0.0,0.0,0.11703038083
786753874.0,_1101243577,31.0,0.0,0.008438818,0.0,0.0,2.0,0.676289418953
786753874.0,_1105223059,15.0,0.0,0.018072288,0.0,0.0,0.0,0.232558139535
786753874.0,_1105591578,42.0,1.0,0.010256411,0.0,0.0,1.0,0.65814589496
786753874.0,_1113003477,22.0,0.0,0.0,0.0,0.0,0.0,0.0
786753874.0,_1121714667,33.0,0.0,0.0,1.0,0.0,0.0,0.00877192982456
786753874.0,_1126045515,5.0,0.0,0.006060606,0.0,0.0,0.0,0.00877192982456
786753874.0,_1126384949,26.0,0.0,0.0,0.0,0.0,6.0,0.1540436457
786753874.0,_1126828090,47.0,1.0,0.0,0.0,0.0,1.0,0.0487804878049
786753874.0,_1134161021,178.0,0.0,0.04494382,0.0,0.0,20.0,0.0
786753874.0,_1134884829,26.0,0.0,0.017902814,0.0,0.0,0.0,0.116279069767
786753874.0,_1136343516,179.0,0.0,0.015789473,0.0,0.0,9.0,0.0
786753874.0,_1137651675,70.0,1.0,0.022222223,0.0,1.0,12.0,0.430356947388
786753874.0,_1138347931,30.0,0.0,0.005194805,0.0,0.0,1.0,0.36998504012
786753874.0,_1142142717,83.0,0.0,0.017942583,0.0,0.0,15.0,0.00877192982456
786753874.0,_1143497082,75.0,17.0,0.016,0.0,1.0,10.0,4.14042412673
786753874.0,_1144135729,148.0,0.0,0.042168673,0.0,0.0,5.0,0.0682498930252
786753874.0,_1146720413,17.0,2.0,0.005524862,0.0,0.0,0.0,0.265720313262
786753874.0,_1147048518,78.0,0.0,0.057803467,0.0,0.0,8.0,0.302733578131
786753874.0,_1147626950,2.0,0.0,0.0,0.0,0.0,0.0,0.129972259435
786753874.0,_1148762539,2.0,0.0,0.0,0.0,0.0,0.0,0.0
786753874.0,_1153828751,44.0,2.0,0.01764706,0.0,0.0,1.0,0.298882486989
786753874.0,_1156142975,12.0,0.0,0.0,0.0,0.0,0.0,0.0
786753874.0,_1158267070,32.0,1.0,0.034246575,0.0,0.0,2.0,1.29827938243
786753874.0,_1158957454,117.0,0.0,0.0,0.0,0.0,12.0,0.00877192982456
786753874.0,_1160133149,25.0,0.0,0.033519555,0.0,0.0,1.0,0.0
786753874.0,_1162982368,5.0,0.0,0.013157895,0.0,0.0,0.0,0.0243902439024
786753874.0,_1163145537,238.0,0.0,0.03645008,0.0,0.0,8.0,0.0
786753874.0,_1168282493,138.0,0.0,0.035532996,0.0,0.0,22.0,0.0
786753874.0,_1169138514,114.0,0.0,0.045714285,0.0,0.0,14.0,0.00877192982456
786753874.0,_1176202168,19.0,0.0,0.028409092,0.0,1.0,2.0,0.0
786753874.0,_1180836219,34.0,1.0,0.007633588,0.0,0.0,1.0,0.0438596491228
786753874.0,_1181620729,134.0,0.0,0.001293532,0.0,0.0,0.0,0.0
786753874.0,_1182792547,32.0,1.0,0.008810572,null,0.0,0.0,0.0419341035516
786753874.0,_1184910068,4.0,0.0,0.023584906,0.0,1.0,9.0,0.0263157894737
786753874.0,_1186560857,40.0,16.0,0.0,0.0,0.0,0.0,7.17073170732
786753874.0,_1188745024,168.0,0.0,0.033557046,0.0,0.0,9.0,0.0
786753874.0,_1189132206,4.0,0.0,0.022727273,0.0,0.0,2.0,0.0
786753874.0,_1192060538,6.0,0.0,0.0,0.0,0.0,0.0,0.108258451006
786753874.0,_1192913126,18.0,1.0,0.007575758,0.0,1.0,0.0,0.0175438596491
786753874.0,_1203834694,8.0,0.0,0.017391304,1.0,0.0,0.0,0.111111111111
786753874.0,_1204343248,14.0,1.0,0.0,0.0,1.0,0.0,0.0
786753874.0,_1204824048,28.0,0.0,0.005361931,0.0,0.0,1.0,0.0263157894737
786753874.0,_1212382824,46.0,0.0,0.0,0.0,0.0,2.0,0.230994152047
786753874.0,_1217130735,12.0,0.0,0.015625,0.0,0.0,1.0,0.0168728908886
786753874.0,_1227200533,89.0,5.0,0.009259259,0.0,0.0,0.0,0.794712959369
786753874.0,_1231268869,18.0,0.0,0.0,1.0,0.0,0.0,0.0
786753874.0,_1231538695,115.0,0.0,0.06622516,0.0,0.0,5.0,0.166985103144
786753874.0,_1231857250,29.0,0.0,0.034883723,0.0,0.0,1.0,0.459172852598
786753874.0,_1233327586,40.0,1.0,0.0,0.0,0.0,2.0,0.0175438596491
786753874.0,_1233631321,2.0,0.0,0.0,0.0,0.0,1.0,0.11774268348
786753874.0,_1234485592,3.0,0.0,0.006451613,0.0,0.0,0.0,0.125050999592
786753874.0,_1245150369,38.0,0.0,0.0,0.0,0.0,1.0,0.00877192982456
786753874.0,_1245752774,3.0,0.0,0.01579467,0.0,0.0,0.0,0.399543242678
786753874.0,_1248967873,75.0,0.0,0.016,0.0,0.0,8.0,0.366832547842
786753874.0,_1259476553,2.0,0.0,0.00729927,0.0,0.0,1.0,0.00877192982456
786753874.0,_1260338103,89.0,0.0,0.0,0.0,0.0,0.0,0.1540436457
786753874.0,_1261045261,20.0,0.0,0.04694836,0.0,0.0,0.0,0.0
786753874.0,_1262107490,25.0,0.0,0.01058201,0.0,0.0,0.0,0.227390180879
786753874.0,_1262394387,15.0,0.0,0.013029316,0.0,0.0,5.0,0.0
786753874.0,_1266544707,21.0,1.0,0.0,0.0,0.0,0.0,0.0
786753874.0,_1267090916,1.0,0.0,0.008064516,0.0,1.0,5.0,0.0
786753874.0,_1269049983,33.0,1.0,0.011764706,0.0,1.0,2.0,0.0243902439024
786753874.0,_1272376254,152.0,0.0,0.017391304,0.0,0.0,7.0,0.0
786753874.0,_1272460372,27.0,0.0,0.0,0.0,0.0,1.0,0.0243902439024
786753874.0,_1274114561,27.0,1.0,0.0,0.0,0.0,0.0,0.0
786753874.0,_1279860107,38.0,0.0,0.022222223,0.0,0.0,0.0,0.00877192982456
786753874.0,_1285846660,1.0,0.0,0.016393442,0.0,1.0,9.0,0.0
786753874.0,_1286566147,77.0,0.0,0.06369427,0.0,0.0,10.0,0.0
786753874.0,_1288338759,32.0,2.0,0.011976048,1.0,0.0,0.0,0.0
786753874.0,_1288506510,57.0,0.0,0.046875,0.0,0.0,1.0,0.116279069767
786753874.0,_1294548013,15.0,0.0,0.018927446,0.0,0.0,2.0,0.331726224239
786753874.0,_1295752306,115.0,0.0,0.0,0.0,0.0,1.0,0.840269277846
786753874.0,_1299649980,42.0,0.0,0.015228426,0.0,0.0,0.0,0.154970760234
786753874.0,_1300292077,1.0,0.0,0.017094018,0.0,1.0,7.0,0.111111111111
786753874.0,_1300310262,24.0,5.0,0.003225806,0.0,0.0,1.0,2.09572845156
786753874.0,_1301522599,4.0,0.0,0.022077922,0.0,0.0,2.0,0.642490372272
