main profile,friend profile,fbfm.stats.properties.PropertyUserTaggedFriendInPost,fbfm.stats.properties.PropertyUserLikesFriendPosts,fbfm.stats.properties.PropertyFriendTaggedUserInPost,fbfm.stats.properties.PropertyUserSharedFriendPost,fbfm.stats.properties.PropertyMeTaggedFriendPhoto,fbfm.stats.properties.PropertyFriendTaggedMePhoto,fbfm.stats.properties.PropertyFriendCommentedMyPosts,fbfm.stats.properties.PropertyPrivateMessages,fbfm.stats.properties.PropertyUserCommentedFriendPosts,fbfm.stats.properties.PropertyFriendLikedMyPosts
786753874,1538344910,0,0,0,0,0,0,0,0,0,3
786753874,1539651884,0,0,0,0,0,0,0,0,1,0
786753874,1539938592,0,0,0,0,0,0,2,0,0,5
786753874,1540124743,0,0,0,0,0,0,0,0,0,1
786753874,1544860100,0,0,0,0,0,0,0,0,0,4
786753874,1546980418,0,1,0,0,0,0,0,0,0,0
786753874,1547282327,0,0,0,0,0,0,0,0,0,0
786753874,1548018074,0,0,0,0,0,0,0,0,0,0
786753874,1550018677,0,0,0,0,0,0,0,0,0,0
786753874,1551884915,0,0,0,0,0,0,1,0,0,3
786753874,1557427385,0,0,0,0,0,0,0,0,0,1
786753874,1557897646,0,1,0,0,0,0,0,0,0,2
786753874,1558242585,0,2,0,0,0,0,2,0,0,5
786753874,1567394326,0,1,0,0,0,0,0,0,0,1
786753874,1567977910,0,0,0,0,0,0,0,0,0,0
786753874,1568006686,0,0,0,0,0,0,0,0,0,0
786753874,1578944494,0,0,0,0,0,0,0,0,0,0
786753874,1582124446,0,0,0,0,0,0,1,0,0,1
786753874,1584073389,0,11,0,0,0,0,0,0,0,11
786753874,1589824947,0,0,0,0,0,0,0,0,0,0
786753874,1590397420,0,0,0,0,0,0,0,0,0,0
786753874,1592355864,0,1,0,0,0,0,0,0,0,0
786753874,1595005234,0,0,0,0,0,0,0,0,0,0
786753874,1597010247,0,0,0,0,0,0,1,0,0,1
786753874,1607614269,0,0,0,0,0,0,0,0,0,0
786753874,1608533780,0,0,0,0,0,0,5,0,0,25
786753874,1612508356,0,0,0,0,0,0,0,0,0,0
786753874,1615632879,0,0,0,0,0,0,0,0,0,6
786753874,1621571043,0,0,0,0,0,0,0,0,0,0
786753874,1624273734,0,0,0,0,0,0,0,0,0,1
786753874,1625524337,0,0,0,0,0,0,19,0,0,2
786753874,1627904991,0,5,0,0,0,0,0,0,0,0
786753874,1646842845,0,1,0,0,0,0,0,0,0,0
786753874,1649032575,0,15,0,1,0,0,4,556,0,35
786753874,1651896481,0,0,0,0,0,0,0,0,0,0
786753874,1656709772,0,0,0,0,0,0,0,0,0,0
786753874,1658495303,0,0,0,0,0,0,0,0,0,0
786753874,1663583716,0,2,0,0,0,0,0,0,0,2
786753874,1666426998,0,0,0,0,0,0,0,0,0,0
786753874,1680202194,0,0,0,0,0,0,0,0,0,0
