main profile,friend profile,fbfm.stats.properties.PropertyUserTaggedFriendInPost,fbfm.stats.features.FeatureMutualFriends,fbfm.stats.properties.PropertyMeTaggedFriendPhoto,fbfm.stats.properties.PropertyUserSharedFriendPost,fbfm.stats.features.FeatureCommonLikeRatio,fbfm.stats.properties.PropertyPrivateMessages,fbfm.stats.properties.PropertyFriendCommentedMyPosts,fbfm.stats.properties.PropertyFriendLikedMyPosts,fbfm.stats.properties.PropertyUserLikesFriendPosts,fbfm.stats.features.FeaturePhotoTags,fbfm.stats.features.FeatureCommonGroups,fbfm.stats.properties.PropertyFriendTaggedUserInPost,fbfm.stats.properties.PropertyFriendTaggedMePhoto,fbfm.stats.properties.PropertyUserCommentedFriendPosts
786753874,1069036242,0,18,0,0,0.030844156,1246,7,44,9,0,5,0,1,6
